id,name.local,name.en,name.slug,code.id,children_count.sous_prefecture,geo.lat,geo.lon
TCD2301,Fada,Fada,fada-tcd2301,TCD2301,1,18.256,20.962
TCD2302,Mourtcha,Mourtcha,mourtcha-tcd2302,TCD2302,0,16.345,20.909
