id,name.local,name.en,name.slug,code.id,children_count.sous_prefecture,geo.lat,geo.lon
TCD2001,Amdjarass,Amdjarass,amdjarass-tcd2001,TCD2001,1,17.99,23.18
TCD2002,Wadi Hawar,Wadi Hawar,wadi-hawar-tcd2002,TCD2002,0,15.805,22.713
