id,name.local,name.en,name.slug,code.id,children_count.sous_prefecture,geo.lat,geo.lon
TCD0502,Dababa,Dababa,dababa-tcd0502,TCD0502,6,12.314,16.877
TCD0501,Dagana,Dagana,dagana-tcd0501,TCD0501,1,12.976,15.471
TCD0503,Haraze Al Biar,Haraze Al Biar,haraze-al-biar-tcd0503,TCD0503,3,12.596,15.045
