id,name.local,name.en,name.slug,code.id,children_count.sous_prefecture,geo.lat,geo.lon
TCD0301,Baguirmi,Baguirmi,baguirmi-tcd0301,TCD0301,7,11.436,16.352
TCD0302,Chari,Chari,chari-tcd0302,TCD0302,0,11.729,15.23
TCD0303,Loug Chari,Loug Chari,loug-chari-tcd0303,TCD0303,4,10.458,16.827
