id,name.local,name.en,name.slug,code.id,children_count.sous_prefecture,geo.lat,geo.lon
TCD0402,Abtouyour,Abtouyour,abtouyour-tcd0402,TCD0402,5,12.006,18.098
TCD0403,Bahar Signaka,Bahar Signaka,bahar-signaka-tcd0403,TCD0403,5,10.756,18.54
TCD0401,Guéra,Guéra,gura-tcd0401,TCD0401,7,11.997,18.876
TCD0404,Mangalmé,Mangalmé,mangalm-tcd0404,TCD0404,4,12.298,19.547
